Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
Cote d'Ivoire,CIV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3220.49458,3110.577036,2996.911062,2890.8175,2819.432078,2925.862867,3056.966612,3079.310265,3142.375455,3112.207408,2977.695346,2919.894236,2817.730324,2730.779825,2716.127584,2712.568435,2701.001919,2693.915344,2705.126462,2733.025953,2726.288634,2546.906812,2752.989454,2934.486894,3108.425908,3289.988043
Croatia,HRV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12543.39886,13797.30045,14463.16688,14964.84757,14652.31801,15644.05342,16130.31125,16976.58393,17920.12668,18655.97332,19419.65403,20358.07412,21425.81849,21873.12564,20282.89766,19988.81927,20571.27528,20182.88922,20023.84986,20033.11459,20429.99271
Cuba,CUB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13694.41238,12135.50524,10658.97993,9021.203484,9039.100477,9216.531384,9894.244254,10128.14271,10105.82423,10694.09959,11289.78192,11612.81613,11743.89103,12156.21565,12828.17542,14239.34421,15937.41403,17081.41262,17774.86494,18020.94639,18433.90221,18924.76327,19462.4683,19950.28063,NA,NA
Curacao,CUW,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23754.98284,23319.14001,24841.37497,24418.41882,25329.76331,26392.02272,26396.79938,26650.51131,27666.15239,28640.33161,29944.99031,30683.33051,31310.63324,31794.86363,32746.31305,33525.02849,34459.55829,35398.08735,35781.20221,34126.67717,33699.27744,32983.18518,31689.20035,29876.52484,29452.8898,30309.63483
Czech Republic,CZE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19838.70506,17576.59552,17469.69227,17462.34573,17963.88936,19093.19908,19934.1085,19821.04674,19777.13468,20082.04835,21003.2123,21725.60402,22126.05415,22929.56142,24056.66872,25571.06651,27255.56532,28595.24498,29127.85461,27560.08039,28110.58605,28604.21266,28307.05047,28148.2026,28674.81336,29805.33278
Denmark,DNK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33255.86616,33601.02042,34151.67856,34007.58613,35765.65282,36670.39545,37520.94249,38583.78675,39296.65872,40321.49134,41692.70929,41885.55364,41946.63684,41995.87836,42992.87786,43919.47006,45437.40581,45609.28889,45016.56204,42498.14003,42997.37336,43314.05636,43119.74437,42835.67209,43156.83407,43415.22942
Djibouti,DJI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112.435007,2870.390577,2794.890316,2560.228679,2494.616869,2366.81569,2228.531852,2171.771557,2134.664,2143.131867,2116.579578,2126.008956,2148.401158,2184.339737,2235.460091,2274.428861,2351.769361,2439.649974,2548.21647,2642.328099,2699.22995,2782.971292,2879.19705,2982.993726,3120.044328,NA
Dominica,DMA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6722.40906,6770.818037,6896.883185,6990.459225,7073.924669,7214.120201,7427.702743,7579.987371,8009.510501,8109.577486,8166.06484,8206.9366,8046.191881,8633.552626,8880.311536,8845.181993,9085.256944,9648.451354,10315.8732,10179.14992,10223.04454,10189.39821,10021.67006,10036.36898,10377.21429,10613.86042
Dominican Republic,DOM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5323.258403,5269.374595,5711.909416,6009.46683,6035.605478,6254.744675,6586.713876,6996.846597,7367.425992,7738.361878,8048.610185,8067.501516,8403.863731,8255.939033,8239.990592,8872.085845,9678.684074,10351.99515,10531.00152,10486.72277,11207.89699,11375.62039,11527.70733,11930.01116,12652.5233,13374.90875
Ecuador,ECU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7472.029516,7611.73471,7595.023206,7571.246256,7720.726385,7726.196813,7696.582743,7867.059252,7964.484759,7443.335645,7387.615879,7550.25845,7727.719713,7808.192788,8311.702585,8607.766035,8837.374359,8879.620602,9285.839983,9183.530679,9352.342984,9926.952496,10322.29471,10625.6889,10848.81847,10717.59861
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6014.301121,5942.980013,6076.583646,6129.440486,6251.857055,6420.372257,6617.599086,6856.038908,7006.390675,7302.317744,7556.709886,7681.651183,7718.602441,7817.480886,7988.271427,8195.5612,8603.445495,9055.238556,9534.460265,9799.253,10102.10019,10071.20526,10067.08215,10050.03428,10048.57243,10249.95791
El Salvador,SLV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4532.286684,4633.076462,4917.359116,5212.376466,5461.5696,5747.777422,5789.231469,5983.178322,6160.098821,6328.890636,6424.887207,6497.898502,6616.535992,6738.174942,6834.883405,7052.073845,7302.958274,7559.486084,7633.133889,7372.901469,7452.561702,7596.509131,7717.696782,7837.79136,7925.991783,8095.558984
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055.643346,1010.009558,1314.799154,1409.872164,1588.730293,1803.528342,2903.846243,7016.907816,8396.517383,10201.63127,11661.09415,18423.38525,21285.74112,23466.3253,31345.33385,35445.42962,37002.77064,40283.70429,42957.34232,39795.45859,37141.16286,36754.81047,37721.31743,34233.35782,33146.19571,28271.79525
Eritrea,ERI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.214776,1247.578557,1513.744799,1549.029727,1672.104507,1772.2424,1762.249081,1714.98774,1611.530611,1695.157357,1684.563045,1581.440987,1550.504373,1542.489809,1487.379556,1473.727951,1301.683616,1324.794397,1326.115392,1411.157638,NA,NA,NA,NA
Estonia,EST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11068.95197,11831.52729,13379.2604,14064.57972,14000.0303,15298.2294,16370.34594,17475.4222,18889.62054,20199.06451,22219.25947,24646.49364,26677.5769,25299.54109,21615.96339,22198.88421,23954.86597,25286.69613,25774.70693,26593.51012,26929.66404
Ethiopia,ETH,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.3522359,584.7654822,515.2389964,562.5150436,560.6593939,575.5667669,626.9423287,627.298045,588.0835631,600.7876033,619.1143358,651.3962638,642.4932831,610.8927458,674.4873963,733.5148176,791.0241819,858.1436979,925.6903736,980.9334744,1075.553702,1165.216838,1233.952174,1330.372786,1430.803443,1529.893783
Faroe Islands,FRO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6241.05425,6016.045121,6305.30804,6350.143668,6581.238977,6660.244983,6900.027897,6676.902937,6700.698305,7234.495118,7070.05243,7184.953433,7401.454709,7466.910105,7846.04439,7867.654234,7959.454831,7822.362605,7823.698793,7636.934278,7788.540338,7486.761437,7549.708351,7896.857617,8388.223464,8619.687034
Finland,FIN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28598.52566,26760.52868,25725.87714,25413.6593,26301.15413,27303.27454,28209.56576,29884.17258,31422.90849,32743.29396,34516.59549,35326.8706,35833.51787,36460.98491,37782.60268,38700.26402,40115.38666,42016.15951,42122.39902,38454.93265,39424.85425,40251.37351,39488.97271,39009.49131,38577.21382,38642.81235
France,FRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29423.93276,29706.06904,30031.56837,29718.53215,30302.53848,30822.82377,31140.19004,31755.50814,32763.80347,33706.25135,34773.43177,35195.97327,35331.74549,35369.71775,36088.56012,36393.38892,36998.85848,37638.98746,37502.32318,36212.46368,36742.30675,37325.30434,37212.95442,37250.21244,37052.66261,37305.69062
French Polynesia,PYF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19499.55268,20141.88499,19007.56516,19245.06827,19445.49138,19889.911,20085.34048,20700.2225,20885.58498,18556.51378,17776.35672,17739.82093,17300.91999,17301.85715,17040.66884,17316.60344,16318.35089,16859.10276,15938.09258,15602.22676,16334.47862,17100.70052,17594.95633,18171.87556,18536.76837,18831.90124
"Gambia, The",GMB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.959365,1510.259875,1513.141518,1514.514027,1475.396091,1447.739633,1439.290181,1468.348545,1477.498785,1527.359422,1564.23342,1605.013827,1504.673183,1557.229913,1613.96808,1547.922456,1515.672536,1520.927482,1557.143565,1604.83033,1654.908123,1532.494004,1570.254716,1592.650323,1555.529347,NA
Georgia,GEO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8016.688691,6280.827463,3434.035687,2409.275154,2180.690332,2297.694626,2620.294778,2949.924482,3071.543573,3184.369523,3268.010966,3449.962298,3663.361457,4121.43198,4420.392358,4908.328509,5438.987268,6191.208847,6416.211535,6254.655079,6733.783769,7315.090898,7881.328992,8254.010705,8749.156145,9109.256977
Germany,DEU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31469.84684,32837.28093,33215.49129,32682.33771,33369.51891,33849.72903,34027.9401,34606.51401,35286.2469,35964.17944,36979.33911,37543.10307,37480.03552,37193.36526,37636.68656,37924.19686,39371.83807,40709.97116,41228.90077,39011.02873,40664.90299,42142.5489,43035.05014,42266.18601,43552.28915,44053.06812
Ghana,GHA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919.596636,1965.301688,1984.962902,2024.226324,2035.727833,2066.127772,2109.834341,2148.397179,2199.254844,2244.140387,2272.709916,2306.185994,2349.755137,2408.977579,2478.564079,2557.426725,2651.388993,2695.883828,2867.717576,2930.953263,3083.867385,3430.857389,3659.238875,3833.790485,3894.004399,3953.21018
Gibraltar,GIB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21070.03788,21464.0127,21449.7822,20982.78817,21295.54899,21641.35148,22162.87409,23042.75835,23807.9391,24445.53945,25300.04883,26208.73874,27137.2155,28641.25791,30016.43317,30107.85366,31714.28887,32669.20103,32473.38517,30995.1586,29259.18868,26626.46005,24816.43034,24197.56842,24518.59519,24617.03733
Greenland,GRL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7488.841199,7647.429834,7566.242468,7284.012686,7401.671106,7522.677722,7785.73371,8118.068889,8634.033096,9490.673478,9651.393839,9434.79802,9735.111027,10628.22926,10529.99847,11893.58976,11381.6892,12043.47363,12117.1817,11276.27032,11177.99972,11221.36234,11049.02803,11263.44325,11853.71662,12203.42474
Guam,GUM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5159.400476,5219.097478,5338.445206,5412.514449,5493.558909,5625.752069,5653.000961,5758.889866,5902.571142,5983.507967,6051.020403,6043.230573,6125.768231,6130.370254,6174.146002,6227.550659,6413.456625,6665.777388,6733.65728,6622.906311,6667.634722,6798.842734,6855.229979,6962.810589,7106.392331,7252.949966
Guinea,GIN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125.227022,1094.241503,1065.712951,1056.237725,1042.679167,1045.411919,1056.869804,1084.070906,1101.598186,1123.786517,1132.039348,1152.935491,1191.390614,1184.525375,1188.780592,1198.546666,1200.015593,1190.531404,1216.379009,1180.323807,1170.768018,1183.855846,1197.488792,1192.227553,1165.12982,1135.48655
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505.042051,1546.679212,1528.989346,1526.554329,1540.755328,1573.451036,1717.958475,1790.29873,1259.749074,1245.684554,1285.605381,1286.182414,1246.859095,1227.692577,1235.072552,1260.491144,1262.150589,1274.676777,1286.922271,1299.985153,1326.560807,1416.311777,1357.498514,1335.516456,1336.462323,1367.298905
Guyana,GUY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2928.07097,3115.328517,3358.74675,3623.072231,3913.828531,4089.391991,4390.643163,4640.778574,4540.069707,4656.759008,4580.093212,4677.190227,4726.703707,4682.780195,4839.471508,4742.63938,4977.806218,5313.453361,5400.678214,5560.188129,5783.088513,6077.186038,6348.666915,6657.146467,6886.960282,7064.450024
Haiti,HTI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1738.255031,1754.135181,1739.516563,1692.988854,1661.388164,1641.066993,1558.678086,1561.902009,1572.298759,1599.790851,1588.661435,1613.074374,1502.032711,1562.304129,1584.891307,1629.658248,1652.923125,1658.413203
Honduras,HND,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3205.284186,3219.127636,3309.256353,3423.880335,3294.12529,3344.793779,3384.270628,3473.565551,3496.886172,3358.509636,3478.43453,3501.248355,3561.319229,3651.72349,3806.330118,3962.224703,4145.995081,4324.365387,4429.288478,4249.220886,4336.821046,4433.71931,4548.312844,4608.016299,4682.99035,4785.086301
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26974.38879,28276.99305,29788.88361,31097.32765,32240.0639,32358.26572,32271.56013,33636.10218,31394.23156,31875.27432,34016.81545,33956.41223,34366.42474,35486.75874,38274.46379,40923.0637,43520.59277,45937.49356,46635.15527,45390.48849,48107.71394,50085.95933,50346.64912,51655.84947,52609.61469,53379.73681
Hungary,HUN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14967.75548,14514.79594,14447.64103,14893.8085,15136.71424,15169.29315,15720.48165,16420.44863,17001.24442,17766.04683,18492.25591,19375.95889,20178.46722,21221.76365,22189.97889,23070.50599,23204.66453,23440.43958,21936.91877,22149.95894,22603.20272,22336.51514,22821.37997,23723.25066,24474.48885
Iceland,ISL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28712.45652,28318.11774,27020.99746,27098.95356,27834.58731,27716.27742,28886.13681,30058.12089,31676.87946,32599.05978,33674.67872,34480.32817,34328.85784,35026.69424,37574.66934,39188.99914,39889.97046,42585.49429,42419.048,40295.59919,38905.46964,39557.93565,39813.4666,40975.17033,41262.04245,42449.18713
India,IND,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773.122987,1755.738671,1815.326624,1864.514879,1950.424506,2058.263335,2172.024891,2218.026029,2312.131495,2471.493,2521.343487,2597.585514,2651.132215,2812.617539,2986.81924,3213.061525,3457.058429,3698.641402,3786.750373,4049.96463,4404.537807,4634.945162,4832.819289,5089.580706,5391.694148,5730.137505
Indonesia,IDN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4477.310174,4793.083047,5053.022528,5331.235915,5642.558522,6022.609062,6386.637621,6590.309126,5644.533091,5610.369813,5805.808734,5935.747567,6119.477777,6326.480531,6556.640706,6838.421953,7119.902727,7472.807084,7819.068071,8074.500292,8465.295674,8870.284189,9282.706005,9672.59543,10031.32195,10385.32332
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173.67698,11243.41745,11445.98221,11146.87815,10830.60825,10940.37344,11447.63607,11394.1683,11413.59993,11432.93485,11904.67169,12013.81979,12814.85363,13754.2671,14185.15609,14613.4864,15272.60788,16479.5339,16446.05452,16634.02313,17517.43292,17949.24442,16548.94277,16023.154,16507.02425,NA
Iraq,IRQ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11515.50113,4030.74103,5195.240075,6571.928514,6621.629644,6557.700709,7057.814066,8292.742263,10840.06608,12362.99901,12171.99136,12101.45941,10957.04137,7133.795381,10708.95947,10891.71838,11695.42061,11561.8056,12195.70171,12268.21884,12674.15035,13203.0478,14545.62697,14979.03729,14177.11045,14017.77379
Ireland,IRL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21291.53702,21577.97187,22147.7614,22630.71342,23839.14172,26002.25073,28188.46906,31026.6707,33441.48767,36625.26256,39836.97091,41494.91247,43223.77594,44159.29423,45269.29225,47099.29232,48739.24408,49974.89827,47907.51761,44749.49599,44683.73444,45673.5345,45641.80367,46181.69815,48383.66132,51899.19989
Isle of Man,IMY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19795.63994,20074.79912,20484.36569,21055.47712,21939.51607,22771.72999,23549.59003,23906.12952,24359.09116,24634.06652,26137.01842,25589.81318,25062.45188,24903.74482,25718.684,26378.56207,27419.95422,28589.86895,28945.71083,28620.60119,29652.94258,30574.25236,30872.73551,31318.06262,31521.32169,31670.69432
